,id,profession,salary_from,salary_to,city,street,latitude,longitude,employer,schedule
1224,75915786,"Продавец-консультант в ТРК ""Cедьмое Небо""",25000.0,55000.0,Нижний Новгород,улица Бетанкура,56.339402,43.956211,Адванс,Гибкий график
1225,75914150,Специалист по качеству и сертификации,45000.0,,Нижний Новгород,Молодёжный проспект,56.248126,43.801251,Первый Мясокомбинат,Полный день
1226,75912946,Мастер маникюра и педикюра,40000.0,,Нижний Новгород,Волжская набережная,56.341588,43.954863,Салон красоты KOZA,Сменный график
1227,75916869,Стоматолог-терапевт,60000.0,100000.0,Нижний Новгород,улица Звездинка,56.317348,43.999617,Дент-Престиж,Полный день
1228,75915471,Менеджер по продажам B2B,50000.0,200000.0,Нижний Новгород,Молодёжный проспект,56.24433,43.83448,Маркет Групп,Полный день
1229,75914070,Интернет-маркетолог / Директолог / Специалист по интернет маркетингу,60000.0,90000.0,Нижний Новгород,Славянская улица,56.313194,44.000695,Рекламно-Торговый Конгломерат,Полный день
1230,75913296,Автоэлектрик-установщик дополнительного оборудования,60000.0,,,,,,Техно-Тюнинг,Гибкий график
1231,75913556,Менеджер по продажам и работе с клиентами,35000.0,50000.0,Нижний Новгород,улица Героя Шапошникова,56.250802,43.989368,Мебельная компания МВМ,Полный день
1232,75913308,Дизайнер-конструктор костюма/портной в театр,35000.0,40000.0,Нижний Новгород,улица Дьяконова,56.25934115860384,43.86883504210064,Нижегородский независимый Театр на Счастливой,Полный день
1233,75916836,Менеджер по персоналу,,30000.0,Нижний Новгород,Алексеевская улица,56.324656,44.005169,ГБУ ДО Нижегородский Центр Развития Воспитания Детей и Молодежи Сфера,Полный день
1234,75913755,Повар-кассир,28000.0,,Нижний Новгород,площадь Максима Горького,56.3157,43.992251,БУРГЕР КИНГ РОССИЯ,Полный день
1235,75913635,Врач-невролог,30000.0,70000.0,Нижний Новгород,"микрорайон Мещерское Озеро, улица Карла Маркса",56.340026,43.951441,НИЖМЕДКЛИНИКА,Полный день
1236,71342683,Автослесарь,45000.0,,Нижний Новгород,улица Окская Гавань,56.242194,43.90622,ГК АГАТ,Сменный график
1237,75918349,Специалист по работе с клиентами,30000.0,,Нижний Новгород,Деловая улица,56.310518,44.059212,JCat.ru,Полный день
1238,75915581,Тракторист (водитель погрузчика),40000.0,,Нижний Новгород,Салганская улица,56.302857,44.013335,Газпром трансгаз Нижний Новгород,Полный день
1239,75916456,Курьер (подработка),60000.0,67000.0,Нижний Новгород,улица Баранова,56.331264,43.848323,HelpResource,Полный день
1240,75914762,Приемщик товара в Ашан Фантастика,33400.0,,Нижний Новгород,Родионова улица,56.306813830392024,44.07410544376298,АШАН Ритейл Россия,Полный день
1241,75915798,Курьер-партнер сервиса Яндекс.Еда,48166.0,88134.0,Нижний Новгород,,56.326797,44.006516,Марасанов Артём,Гибкий график
1242,75916545,Курьер на доставку,58000.0,65000.0,Нижний Новгород,Народная улица,56.334018,43.922749,HelpResource,Полный день
1243,75921168,Требуется Флорист,45000.0,,Нижний Новгород,проспект Гагарина,56.23431,43.9503,Rose&boss,Полный день
1244,75919330,Водитель-экспедитор автомобиля,50000.0,60000.0,Нижний Новгород,Кузбасская улица,56.302238,43.870485,Сытная лавка (ИП Ноздрин Анатолий Михайлович ),Полный день
1245,75918910,Администратор стоматологии,30000.0,,Нижний Новгород,проспект Ленина,56.269436,43.914727,Эстет,Полный день
1246,75919349,Кладовщик-наборщик,40000.0,45000.0,Нижний Новгород,Интернациональная улица,56.310058,43.948324,Лидер-НН,Полный день
1247,75918927,Уборщик офисных помещений,27000.0,32000.0,Нижний Новгород,Алексеевская улица,56.324541,44.005825,Корнер Плейс,Полный день
1248,75920183,Помощник бухгалтера,20000.0,35000.0,Нижний Новгород,улица Белинского,56.310852,43.995773,Нижегородская Торговая Компания,Полный день
1249,75920201,Кладовщик склада готовой продукции,24000.0,26000.0,поселок городского типа Гидроторф,Административная улица,56.461387,43.521345,Балахнинское стекло,Полный день
1250,75920573,Менеджер по организации обучения и внутренним коммуникациям,40000.0,60000.0,Нижний Новгород,Автозаводская линия,56.313958,43.994326,Рекламно-Торговый Конгломерат,Полный день
1251,75918906,Оператор-наладчик станков с ЧПУ,45000.0,70000.0,Нижний Новгород,Памирская улица,56.270166,43.94517,НПК Мегапром,Полный день
1252,75920925,Врач-бактериолог / биолог / микробиолог,30000.0,50000.0,Нижний Новгород,проспект Ильича,56.24456,43.862813,Филиал ФБУЗ Центр гигиены и эпидемиологии в Нижегородской области №11,Полный день
1253,75919200,Менеджер по закупкам,40000.0,,Нижний Новгород,улица Юлиуса Фучика,56.228165,43.896446,Фортис,Полный день
1254,75919574,Уборщик производственных и служебных помещений,16242.0,16242.0,,,,,ГБУ ДО Нижегородский Центр Развития Воспитания Детей и Молодежи Сфера,Полный день
1255,75918901,Водитель категории СE,70000.0,70000.0,Нижний Новгород,улица Юлиуса Фучика,56.228165,43.896446,Фортис,Полный день
1256,75919157,Водитель-монтажник-оформитель,40000.0,,Бор,Трудовая улица,56.402476,43.991757,Хемуль Арт,Полный день
1257,75918889,Слесарь-механик по обслуживанию и ремонту оборудования,45000.0,50000.0,Нижний Новгород,улица Юлиуса Фучика,56.228165,43.896446,Фортис,Полный день
1258,75919700,Главный специалист по учебно-методической работе,50000.0,,Нижний Новгород,Сормовское шоссе,56.333305,43.89199,Нижегородский завод 70-летия Победы,Полный день
1259,75920814,Автослесарь,30000.0,,,,,,РусГрузТранс,Полный день
1260,74309644,Продавец-консультант (тц Муравей),40000.0,,Нижний Новгород,проспект Ленина,56.287337,43.928219,МегаФон,Полный день
1261,75918885,Офис-менеджер,35000.0,40000.0,Нижний Новгород,улица Маршала Воронова,56.325434,43.922677,Градъ Принт,Полный день
1262,73772989,Продавец-консультант (ул. Краснодонцев),40000.0,,Нижний Новгород,улица Краснодонцев,56.250287,43.851009,МегаФон,Сменный график
1263,75920254,Бухгалтер-экономист,35000.0,45000.0,Нижний Новгород,улица Бекетова,56.290649,43.99818,МаксДар,Полный день
1264,73139870,Продавец-консультант (ТЦ Небо),40000.0,,Нижний Новгород,Большая Покровская улица,56.308975,43.987292,МегаФон,Сменный график
1265,75922493,Няня-сопровождающая/сопровождающий ребёнка в детском саду,35000.0,40000.0,Нижний Новгород,Казанское шоссе,56.297508,44.074699,Interio Club,Полный день
1266,75921782,Диспетчер по работе с населением,20000.0,,Нижний Новгород,"Автозаводский район, жилой район Соцгород, микрорайон Соцгород-1, проспект Октября",56.246431,43.866146,Облгаз,Полный день
1267,75922175,"Сборщик заказов (Нижний Новгород, Краснозвездная, 7)",33000.0,38300.0,Нижний Новгород,Краснозвездная,56.2873642,43.9878903,Пятёрочка,Полный день
1268,75922023,"Администратор магазина (Воротынец, Воротынец, Советская, 10)",28728.0,41512.0,Воротынец,Советская,56.0610645,45.8637843,Пятёрочка,Полный день
1269,75922525,"Сборщик заказов (Нижний Новгород, Мещерский, 9)",30000.0,35000.0,Нижний Новгород,Мещерский,56.3401139,43.9301,Пятёрочка,Полный день
1270,75922022,"Администратор магазина (Воротынец, Космонавтов, 23)",28728.0,41512.0,Воротынец,Космонавтов,56.055402,45.8572747,Пятёрочка,Полный день
1271,75922136,Продавец-консультант,25000.0,70000.0,Нижний Новгород,улица Федосеенко,56.341583,43.831138,"Масленыч, сеть фирменных магазинов",Сменный график
1272,75922378,"Сборщик заказов (Нижний Новгород, Живописная, 10)",33000.0,38300.0,Нижний Новгород,Живописная,56.2052978,43.8097242,Пятёрочка,Полный день
1273,75922512,"Сборщик заказов (Нижний Новгород, Полтавская, 30)",33000.0,38300.0,Нижний Новгород,Полтавская,56.3135551,44.0282097,Пятёрочка,Полный день
1274,75922135,Продавец-консультант,25000.0,70000.0,Нижний Новгород,Деловая улица,56.305259,44.064799,"Масленыч, сеть фирменных магазинов",Сменный график
1275,75922134,Помощник Мастера Приемщика (Администратора сервиса),25000.0,,Нижний Новгород,Деловая улица,56.305259,44.064799,"Масленыч, сеть фирменных магазинов",Сменный график
1276,75922576,Официант-бармен,27000.0,40000.0,Нижний Новгород,Московское ш.,56.32200545944487,43.94636625984731,"Трактир, кафе-пельменная",Сменный график
1277,75922137,Механик-автослесарь,50000.0,120000.0,Нижний Новгород,Деловая улица,56.305259,44.064799,"Масленыч, сеть фирменных магазинов",Сменный график
1278,75902103,"Администратор магазина (Нижний Новгород, Плотникова, 3)",39000.0,49500.0,Нижний Новгород,Плотникова,56.260373,43.858411,Пятёрочка,Полный день
1279,75928038,Сборщик заказов выходного дня,34541.0,36863.0,,,,,Департамент Ф53,Полный день
1280,75927889,"Продавец-кассир (Нижний Новгород, Академика Сахарова, 109А)",33600.0,37000.0,Нижний Новгород,Академика Сахарова,56.2625197,44.0209767,Пятёрочка,Полный день
1281,75927771,"Администратор магазина (Нижний Новгород, Верхне-Печерская, 14Б)",39000.0,45000.0,Нижний Новгород,Верхне-Печерская,56.2852941,44.0693684,Пятёрочка,Полный день
1282,75927741,"Администратор магазина (Нижний Новгород, Героя Юрия Смирнова, 59В)",39000.0,45000.0,Нижний Новгород,Героя Юрия Смирнова,56.2343628,43.8522481,Пятёрочка,Полный день
1283,75925885,Специалист 1 разряда отдела информационных технологий,,30000.0,Нижний Новгород,Ижорская улица,56.310937,44.027339,Межрайонная ИФНС России № 22 по Нижегородской области,Полный день
1284,72233369,Старший графический дизайнер,59800.0,59800.0,Нижний Новгород,Мотальный переулок,56.294481,43.947515,"Бристоль, сеть магазинов",Полный день
1285,75928010,Сборщик заказов выходного дня,34258.0,36963.0,,,,,Департамент Ф53,Полный день
1286,75928179,Офис-менеджер,33000.0,,Нижний Новгород,улица Вторчермета,56.308905,43.85913,Группа Компаний Исток,Полный день
1287,75930091,Экономист 1-й категории,47000.0,,Нижний Новгород,Верхне-Волжская набережная,56.329362,44.013981,Газпром межрегионгаз Нижний Новгород,Полный день
1288,75928420,Старший диспетчер,39000.0,39000.0,Нижний Новгород,улица Чаадаева,56.316439,43.860082,Группа Компаний Исток,Полный день
1289,75929727,Педагог-воспитатель в частный детский сад,35000.0,45000.0,Нижний Новгород,Первоцветная улица,56.266052,44.018698,Детский садик Лучик,Полный день
1290,75539730,Оператор-Логист ЕКДОСТАВКА,40000.0,40000.0,Нижний Новгород,Рождественская улица,56.329512,43.994326,Еда и культура project,Сменный график
1291,75914856,Сварщик (6 разряда),35000.0,,Нижний Новгород,Кремль,56.329981,44.008071,ГБУ НО Нижегородский Кремль,Полный день
1292,75931075,Счетчик-ревизор,66000.0,90000.0,Нижний Новгород,,56.324133,44.005299,JCat.ru,Полный день
1293,75933351,Специалист по ценообразованию,45000.0,,,,,,Фармкомплект,Полный день
1294,75929766,Рентгенолаборант,40000.0,,Нижний Новгород,Деловая улица,56.305943,44.068312,Государственное бюджетное учреждение здравоохранения Нижегородской области «Нижегородский областной клинический онкологический диспансер»,Полный день
1295,75931622,Начальник смены,65000.0,68000.0,Дзержинск,Игумновское шоссе,56.288311,43.600262,Компания Хома,Сменный график
1296,75930009,Медицинская сестра / медицинский брат в кабинет КТ,37000.0,,Нижний Новгород,Деловая улица,56.305943,44.068312,Государственное бюджетное учреждение здравоохранения Нижегородской области «Нижегородский областной клинический онкологический диспансер»,Полный день
1297,75931759,Заместитель заведующего по хозяйственной части,20000.0,,Нижний Новгород,улица Юлиуса Фучика,56.229121,43.880968,«Детский сад No 171»,Полный день
1298,75931820,Бухгалтер 1 категории,37000.0,,,,,,ГБУ НО НГОТРК ННТВ,Полный день
1299,75928308,Специалист по электронному документообороту,,29375.0,Нижний Новгород,Мотальный переулок,56.294476,43.947506,"Бристоль, сеть магазинов",Полный день
1300,73745677,Охранник (Дзержинск),37000.0,48000.0,Дзержинск,проспект Чкалова,56.247881,43.46344,Spar,Полный день
1301,75934212,Старший менеджер по обслуживанию,19400.0,,Саваслейка,,55.472077,42.357434,СБЕР,Полный день
1302,71417284,Менеджер по оптовым продажам,70000.0,,Нижний Новгород,Сормовско-Мещерская линия,56.33329,43.894784,Торговый дом Тракт,Полный день
1303,75696549,Менеджер коммерческого отдела/ категорийный менеджер,51720.0,63220.0,,,,,Сеть магазинов цифровой и бытовой техники DNS,Полный день
1304,75933749,Старший клиентский менеджер,47400.0,,Кстово,,56.1433041,44.1664732,СБЕР,Полный день
1305,72278033,Техник по расчетам с потребителями (Советский район),29000.0,29000.0,Нижний Новгород,Бекетова,56.290979,43.986547,«ТНС энерго Нижний Новгород»,Полный день
1306,75931803,Главный специалист отдела реализации программ,35000.0,,Нижний Новгород,Ошарская улица,56.310602,44.01629,Министерство строительства Нижегородской области,Полный день
1307,72524308,Инженер-технолог 3 категория (Фотолитография),35000.0,,Нижний Новгород,улица Ларина,56.240358,43.973054,НПП Салют (АО «Росэлектроника»),Полный день
1308,73847442,Наладчик выдувных машин и автоматических линий в производстве изделий из пластмасс,58000.0,110000.0,Дзержинск,Студенческая улица,56.244455,43.49189,Пропласт,Сменный график
1309,75929469,"Медицинская сестра процедурной / Медицинский брат процедурной (стационар №1, ул. Родионова, д.190)",35000.0,,Нижний Новгород,улица Родионова,56.310138,44.077924,Государственное бюджетное учреждение здравоохранения Нижегородской области «Нижегородский областной клинический онкологический диспансер»,Полный день
1310,75930328,Младший воспитатель,20000.0,,Нижний Новгород,улица Даргомыжского,56.292553,43.938577,МБДОУ Детский сад № 430,Полный день
1311,75931861,Экономист-финансист,20000.0,30000.0,Нижний Новгород,Малая Покровская улица,56.316144,43.990931,Управление Федерального казначейства по Нижегородской области,Полный день
1312,75930566,Автослесарь,50000.0,,посёлок Дружный,,56.163815,43.921608,НижегородАвтоДор,Сменный график
1313,75933631,Электромонтажник,60000.0,,Нижний Новгород,Автозаводская линия,56.266462,43.913406,ЭКСПРЕСС,Вахтовый метод
1314,75930785,Продавец,33500.0,,Нижний Новгород,Совнаркомовская,56.3292417,43.961061,"МАГНИТ, Розничная сеть",Сменный график
1315,75930491,Продавец-консультант/сотрудник пункта выдачи,22000.0,24000.0,Нижний Новгород,улица Максима Горького,56.320203,44.028561,Рогов Дмитрий Феликсович,Сменный график
1316,75931743,Администратор баз данных,25000.0,35000.0,Нижний Новгород,Алексеевская улица,56.322934,44.004343,Хостел Нижний Хостел (ИП Буковцова Елена Алексеевна),Сменный график
1317,69860424,Слесарь-инструментальщик,60000.0,,Нижний Новгород,проспект Гагарина,56.245095,43.969173,Перфоком,Сменный график
1318,75930702,Продавец,33500.0,,Нижний Новгород,Московское,56.3236297,43.9320921,"МАГНИТ, Розничная сеть",Сменный график
1319,75930449,Продавец,26000.0,33300.0,Семенов,Кирова,56.7867909,44.4895404,"МАГНИТ, Розничная сеть",Сменный график
1320,75931513,Инженер-экономист 1 категории отдела реализации программ,35000.0,,Нижний Новгород,Ошарская улица,56.310602,44.01629,Министерство строительства Нижегородской области,Полный день
1321,73858009,Аппаратчик синтеза стирол-акриловых дисперсий,50000.0,,Дзержинск,Игумновское шоссе,56.288311,43.600262,Компания Хома,Сменный график
1322,75933182,Стропальщик,45000.0,45000.0,Нижний Новгород,улица Новикова-Прибоя,56.259713,43.92371,Evraz Steel Building,Полный день
1323,75930314,Товаровед,49500.0,49500.0,Дзержинск,Попова,56.2281584,43.4605521,"МАГНИТ, Розничная сеть",Сменный график
1324,75931813,IT-специалист,35000.0,,Дзержинск,проспект Ленина,56.238292,43.475271,ГРАН,Сменный график
1325,75929421,Продавец,29000.0,38500.0,Дзержинск,Попова,56.2323221,43.4837337,"МАГНИТ, Розничная сеть",Сменный график
1326,67233185,Фармацевт-провизор (ул. Полтавская д.16 пом. П7),48000.0,73000.0,Нижний Новгород,Полтавская улица,56.316349,44.025597,"Аптечная сеть Максавит и 36,7",Сменный график
1327,75929056,Продавец,29000.0,38500.0,Дзержинск,Самохвалова,56.2404253,43.422701,"МАГНИТ, Розничная сеть",Сменный график
1328,71286486,Заведующий аптекой (Московское шоссе д. 37),51000.0,86000.0,Нижний Новгород,Московское шоссе,56.322105,43.9336,"Аптечная сеть Максавит и 36,7",Полный день
1329,75929445,Главный инженер,60000.0,100000.0,Городец,улица Орджоникидзе,56.680761,43.434065,Городецкий СРМЗ,Полный день
1330,75621703,Продавец,33500.0,,Нижний Новгород,Гаугеля,56.3575735,43.8115117,"МАГНИТ, Розничная сеть",Сменный график
1331,75934028,Инженер-технолог (Отдел Проектных Работ),,86207.0,Нижний Новгород,улица Монастырка,56.233624,43.886573,"Автокомпонент, Группа компаний",Полный день
1332,75932582,Специалист по обработке стекла (полировщик),40000.0,55000.0,Нижний Новгород,улица Героя Шапошникова,56.250807,43.989377,Мебельная компания МВМ,Полный день
1333,75929858,Кладовщик,22000.0,,Нижний Новгород,улица Даргомыжского,56.292553,43.938577,МБДОУ Детский сад № 430,Полный день
1334,74085584,Ведущий юрисконсульт,45000.0,63000.0,Нижний Новгород,улица Коминтерна,56.353754,43.867233,Ситиматик,Полный день
1335,75934357,Младший инженер тендерного отдела,35000.0,,Нижний Новгород,Холодный переулок,56.319834,44.001585,СТЕЛЛАР КОНСТРАКШН,Полный день
1336,75851261,Продавец в магазин,30500.0,38200.0,Нижний Новгород,Мотальный,56.2945005,43.9475405,"МАГНИТ, Розничная сеть",Сменный график
1337,70142924,Фармацевт / провизор (пл. Советская - ост.общ.трансп.),48000.0,73000.0,Нижний Новгород,Советская площадь,56.296244,44.036646,"Аптечная сеть Максавит и 36,7",Полный день
1338,72126922,Инженер-технолог по гальваническим и лакокрасочным покрытиям,40000.0,,Нижний Новгород,Сормовское шоссе,56.329587,43.906229,"Буревестник, АО ЦНИИ",Полный день
1339,75937934,SMM менеджер,40000.0,40000.0,Нижний Новгород,проспект Гагарина,56.285958,43.979342,Фитнес Океанис,Полный день
1340,75936519,Работник в типографию,26000.0,,Нижний Новгород,Высоковский проезд,56.310413,44.037526,Теплова Александра Андреевна,Полный день
1341,75939745,Помощник руководителя отдела логистики,40000.0,70000.0,Нижний Новгород,улица Октябрьской Революции,56.30469,43.937202,Технопарк,Полный день
1342,75934576,Администратор-охранник,20000.0,25000.0,Нижний Новгород,площадь Свободы,56.317547,44.017727,Жиделёв Юрий Анатольевич,Сменный график
1343,72680902,Помощник инженера-сметчика,30000.0,45000.0,Нижний Новгород,улица Костина,56.312395,43.991173,Трансэнерго,Полный день
1344,75942953,Водитель (Рич-трака),50000.0,,Нижний Новгород,Московское шоссе,56.310243,43.90834,ЦЛС,Полный день
1345,75941997,Менеджер по продажам,30000.0,,деревня Афонино,Магистральная улица,56.272445,44.085856,Легснаб и К,Полный день
1346,75940331,Менеджер проектов (координатор),30000.0,50000.0,Нижний Новгород,Керченская улица,56.333779,43.959085,Acosta,Полный день
1347,75937174,Кладовщик-экспедитор,38000.0,40000.0,Нижний Новгород,Торфяная улица,56.346197,43.82238,Симпл Деливери Груп,Сменный график
1348,75940264,Сотрудник торгового зала (г.Дзержинск),40800.0,,Дзержинск,Красноармейская улица,56.246221,43.411122,"Бристоль, сеть магазинов",Сменный график
1349,75939059,Уборщик офисных помещений,20000.0,20000.0,Нижний Новгород,площадь Свободы,56.318201,44.01479,ВсеУберу,Сменный график
1350,75939066,Акушерка / акушер,20000.0,30000.0,,,,,ГБУЗ НО Роддом №1,Полный день
1351,75934652,Сборщик радиодеталей,40000.0,,Арзамас,улица Победы,55.420735,43.820484,АНО Областное кадровое агентство,Полный день
1352,75937395,Эксперт,15279.0,20000.0,рабочий посёлок Пильна,,55.55501,45.919452,МО МВД России Пильнинский,Полный день
1353,75929271,Старший кладовщик,30500.0,,Нижний Новгород,Автозаводская линия,56.247431,43.876728,Группа ГАЗ,Полный день
1354,75939304,Технический специалист,45000.0,,Нижний Новгород,Окский съезд,56.305204,43.978714,ГК Природный источник,Сменный график
1355,75935791,Специалист по закупкам,40000.0,,Нижний Новгород,Юпитерский переулок,56.277123,43.931534,Гранд-НН,Полный день
1356,75937951,Кладовщик-приемщик на склад готовой продукции,40300.0,40300.0,Нижний Новгород,Базарная,56.351649,43.8578,"Сормовская кондитерская фабрика,ЗАО",Сменный график
1357,75934802,Инспектор отдела разработки информационных технологий и технического обслуживания,,14000.0,Нижний Новгород,улица Максима Горького,56.313643,43.99509,ГУ МВД России по Нижегородской области,Сменный график
1358,75940109,Офис-менеджер( помощник руководителя),35000.0,,Нижний Новгород,улица Октябрьской Революции,56.30469,43.937202,Технопарк,Полный день
1359,75939839,Главный инженер (строительство),120000.0,,Нижний Новгород,Большая Печёрская улица,56.323438,44.031517,Ситилюкс СК,Полный день
1360,75936946,Санитар,30000.0,,Нижний Новгород,улица Минина,56.328374,44.016551,ПСК Элат,Полный день
1361,73404913,Ведущий инженер-наладчик мясоперерабатывающего оборудования,90000.0,,Нижний Новгород,Сормовско-Мещерская линия,56.33329,43.894784,Группа компаний НХЛ,Полный день
1362,75938949,Продавец-консультант (ТЦ Открытый Материк),40000.0,75000.0,Нижний Новгород,улица Ларина,56.241479,43.976423,Торговый дом Лазурит,Полный день
1363,75938254,"Продавец-консультант (г.Первомайск, ТЦ Ташинский)",25000.0,60000.0,Первомайск,Октябрьская улица,54.866518,43.803506,Группа компаний LETTA,Сменный график
1364,75940863,Юрисконсульт договорного отдела,,50000.0,Нижний Новгород,Ковровская улица,56.317208,44.043752,РОССбилдинг,Полный день
1365,73692361,Кредитный аналитик,65000.0,,Нижний Новгород,улица Белинского,56.310747,44.00136,СКБ Приморья Примсоцбанк,Полный день
1366,72364877,Кладовщик,40000.0,,Нижний Новгород,улица Баррикад,56.372513,43.860208,ГК Сети-Телеком,Полный день
1367,75941913,Аналитик 1С,50000.0,100000.0,Нижний Новгород,Молодёжный проспект,56.248126,43.801251,Первый Мясокомбинат,Полный день
1368,75938889,Врач онколог-маммолог,25000.0,,,,,,ГБУЗ НО Клинический диагностический центр,Полный день
1369,73793377,Менеджер по привлечению клиентов (Транспортная компания),70000.0,200000.0,Нижний Новгород,Комсомольское шоссе,56.296169,43.929809,Технопарк,Полный день
1370,75939326,"Продавец-консультант (ТЦ ""На Переходникова"")",40000.0,75000.0,Нижний Новгород,улица Переходникова,56.260328,43.893544,Торговый дом Лазурит,Полный день
1371,75938708,"Продавец-консультант (ТЦ ""Бум"")",40000.0,75000.0,Нижний Новгород,улица Бекетова,56.289925,44.000749,Торговый дом Лазурит,Полный день
1372,75938744,Инженер по согласованию,40000.0,,Нижний Новгород,улица Нестерова,56.323952,44.013766,Нижегородстройизыскания,Полный день
1373,75941886,Мастер участка,40000.0,,Арзамас,улица Победы,55.420735,43.820484,АНО Областное кадровое агентство,Полный день
1374,75938809,Слесарь-инструментальщик,29000.0,54000.0,Арзамас,улица Победы,55.420735,43.820484,АНО Областное кадровое агентство,Полный день
1375,73224953,Менеджер Альфа Банка,70000.0,,Нижний Новгород,улица Пискунова,56.326153,44.014134,Департамент персонала,Полный день
1376,75934699,Инженер технической поддержки АРМ,50000.0,,Нижний Новгород,Решетниковская улица,56.314727,44.001827,Сервионика,Полный день
1377,75632355,Менеджер по продажам,80000.0,,Нижний Новгород,улица Ломоносова,56.309234,44.012149,АИТ ГРУПП,Удаленная работа
1378,75934691,Фрезеровщик,40000.0,54800.0,Арзамас,улица Победы,55.420735,43.820484,АНО Областное кадровое агентство,Полный день
1379,75939284,Замещающий специалист по кадрам,,41000.0,Нижний Новгород,Бурнаковский проезд,56.320083,43.904692,Гринатом,Полный день
1380,75941585,Менеджер по продажам (пищевые ингредиенты),50000.0,,Нижний Новгород,улица Свободы,56.362646,43.861834,Группа компаний НХЛ,Полный день
1381,75940888,Зачистчик,40000.0,,Арзамас,улица Победы,55.420735,43.820484,АНО Областное кадровое агентство,Полный день
1382,73378533,Наладчик упаковочного оборудования (электронщик),,120000.0,Нижний Новгород,улица Свободы,56.362691,43.861852,Группа компаний НХЛ,Полный день
1383,75934998,Токарь-расточник,30450.0,53950.0,Арзамас,улица Победы,55.420735,43.820484,АНО Областное кадровое агентство,Полный день
1384,75939288,Менеджер по продажам мебели,40000.0,420000.0,Нижний Новгород,проспект Гагарина,56.252362,43.967592,Триумф НН,Полный день
1385,75940299,Электромонтер по ремонту и обслуживанию электрооборудования,35000.0,,Дзержинск,проспект Чкалова,56.240043,43.462182,Домуправ,Полный день
1386,75939880,Продавец в магазин женской одежды (ТЦ Небо),30000.0,,Нижний Новгород,Большая Покровская улица,56.30884,43.987373,Velvet Season,Сменный график
1387,75940852,Штамповщик,40000.0,,Арзамас,улица Победы,55.420735,43.820484,АНО Областное кадровое агентство,Полный день
1388,75939707,Составитель смесей,34000.0,37500.0,Заволжье,Лесозаводская улица,56.647984,43.406478,Фабрика Грез,Полный день
1389,70466888,Оператор листогибочного пресса с ЧПУ,45000.0,60000.0,Кстово,"Промышленный район, микрорайон Северный, квартал Стройбаза, 1-й проезд",56.122936,44.134634,Предприятие ПИК,Сменный график
1390,75624670,Товаровед,52900.0,52900.0,Нижний Новгород,Героя Васильева,56.2675835,43.8822721,"МАГНИТ, Розничная сеть",Сменный график
1391,75942250,Инженер-технолог,40000.0,,Арзамас,улица Победы,55.420735,43.820484,АНО Областное кадровое агентство,Полный день
1392,73591190,Специалист ПДО,50000.0,,Нижний Новгород,улица Июльских Дней,56.30702400742811,43.944434063822754,Смартэко,Полный день
1393,75942958,Электромонтер,46000.0,46000.0,Нижний Новгород,Торфяная улица,56.35132,43.822002,Славянская Мебельная Компания,Полный день
1394,75940389,"Наладчик станков, автоматов и полуавтоматов",40000.0,80000.0,Нижний Новгород,Порт-Артурская улица,56.294726,43.909382,Завод Красная Этна,Полный день
1395,75936249,Специалист по кузовному ремонту (Московское шоссе),60000.0,,Нижний Новгород,Московское шоссе,56.316893,43.909444,ГК АГАТ,Полный день
1396,75935033,Оператор автоматической линии,43000.0,,Арзамас,улица Победы,55.420735,43.820484,АНО Областное кадровое агентство,Сменный график
1397,75929177,Стропальщик,40000.0,,Нижний Новгород,проспект Ленина,56.246325500512604,43.875803315508826,Группа ГАЗ,Полный день
1398,75855489,Продавец,30500.0,42400.0,Нижний Новгород,Краснозвездная,56.2864003,43.9858928,"МАГНИТ, Розничная сеть",Сменный график
1399,75937339,Автослесарь,70000.0,,Нижний Новгород,Советская улица,56.323423,43.952842,Геосинтез Групп,Полный день
1400,75941462,Прессовщик изделий из пластмасс,40000.0,,Арзамас,улица Победы,55.420735,43.820484,АНО Областное кадровое агентство,Полный день
1401,75943337,Оператор станка с ЧПУ,30000.0,40000.0,Городец,Набережная улица,56.618879,43.486122,Славянская Мебельная Компания,Полный день
1402,74176371,Дворник,16000.0,,Нижний Новгород,улица Культуры,56.348921,43.848575,ГКОУ Школа-интернат №71,Полный день
1403,75937267,Водитель на автомобиль ГАЗель,25000.0,,Нижний Новгород,проспект Гагарина,56.290709,43.982792,Магистраль-НефтеХим,Полный день
1404,69049325,Велокурьер,50000.0,90000.0,Нижний Новгород,улица Белинского,56.313503,44.008277,HelpResource,Гибкий график
1405,75937494,Установщик интернет-оборудования,35000.0,,Дзержинск,улица Чапаева,56.249061,43.46123,Ростелеком,Сменный график
1406,75934670,Литейщик изделий из пластмасс,35000.0,,Арзамас,улица Победы,55.420735,43.820484,АНО Областное кадровое агентство,Полный день
1407,74332862,Грузчик-наборщик (Приокский район),28000.0,28000.0,Нижний Новгород,улица Ларина,56.23841062793295,43.971175239251735,Узола,Полный день
1408,71052421,Делопроизводитель,27000.0,27000.0,Нижний Новгород,улица Кулибина,56.306712,43.987059,ФГАУ РОСЖИЛКОМПЛЕКС,Полный день
1409,75943192,Главный инженер ЖЭУ,50000.0,50000.0,Нижний Новгород,проспект Героев,56.320558,43.891505,Восток-II,Полный день
1410,50917825,Портной-стилист (ТЦ Фантастика),37000.0,,Нижний Новгород,улица Родионова,56.30706441642105,44.07512035847421,Henderson,Гибкий график
